00501,Holtsville,New York,NY
98531,Centralia,Washington,WA
98532,Chehalis,Washington,WA
98576,Rainier,Washington,WA
98579,Rochester,Washington,WA
98584,Shelton,Washington,WA
98589,Tenino,Washington,WA
98592,Union,Washington,WA
98597,Yelm,Washington,WA
98620,Goldendale,Washington,WA
98626,Kelso,Washington,WA
98632,Longview,Washington,WA
98642,Ridgefield,Washington,WA
98648,Stevenson,Washington,WA
98660,Vancouver,Washington,WA
98801,Wenatchee,Washington,WA
98802,East Wenatchee,Washington,WA
98815,Cashmere,Washington,WA
98826,Leavenworth,Washington,WA
98833,Mazama,Washington,WA
98847,Peshastin,Washington,WA
98901,Yakima,Washington,WA
98902,Yakima,Washington,WA
98926,Ellensburg,Washington,WA
98936,Moxee,Washington,WA
99001,Airway Heights,Washington,WA
99163,Pullman,Washington,WA
99201,Spokane,Washington,WA
99336,Kennewick,Washington,WA
99356,Roosevelt,Washington,WA
99501,Anchorage,Alaska,AK
99615,Kodiak,Alaska,AK
99629,Wasilla,Alaska,AK
99701,Fairbanks,Alaska,AK
99801,Juneau,Alaska,AK
99824,Douglas,Alaska,AK
